"geometry",".tidygraph_node_index"
c(10.2036277, 56.1137748),NA
c(10.205535, 56.1149351),NA
c(10.2056072, 56.1149636),NA
c(10.2058563, 56.1150619),NA
c(10.2063432, 56.1153721),NA
c(10.2064818, 56.1154757),NA
c(10.2071474, 56.1157693),8148
c(10.2055108, 56.116583),8149
c(10.2054507, 56.1199468),8150
c(10.2235992, 56.1109546),8152
c(10.2214692, 56.113938),NA
c(10.2144298, 56.1150463),NA
c(10.213784, 56.1152014),NA
c(10.2133249, 56.115348),NA
c(10.2130262, 56.1154434),NA
c(10.2127082, 56.115545),NA
c(10.2121167, 56.1157462),NA
c(10.2086948, 56.1165693),NA
c(10.2078292, 56.1164782),8153
c(10.207092, 56.120207),8154
c(10.204004, 56.1196963),NA
c(10.2031818, 56.1195533),NA
c(10.2111116, 56.1143722),8158
c(10.2099113, 56.1149122),NA
c(10.209765, 56.1149734),NA
c(10.2087193, 56.1154505),NA
c(10.2085728, 56.1155476),NA
c(10.2081034, 56.1159297),NA
c(10.2079954, 56.11603),NA
c(10.2078375, 56.1161904),NA
c(10.2077806, 56.1162536),NA
c(10.2076999, 56.116463),8159
c(10.1899783, 56.1343853),8160
c(10.1921364, 56.1337736),NA
c(10.1922674, 56.1336766),NA
c(10.1925526, 56.1336038),NA
c(10.1945322, 56.1337276),8161
c(10.1952718, 56.1174004),8162
c(10.1950198, 56.1174351),NA
c(10.1940134, 56.1175739),NA
c(10.193862, 56.1175829),NA
c(10.1936771, 56.1175924),NA
c(10.1930849, 56.1175278),NA
c(10.192665, 56.1174651),NA
c(10.1919877, 56.1173645),NA
c(10.1911823, 56.1172801),8163
c(10.1920555, 56.1172401),NA
c(10.1922944, 56.1166216),NA
c(10.1923545, 56.1165471),NA
c(10.1925033, 56.116461),NA
c(10.1931895, 56.1163295),NA
c(10.1935842, 56.1163123),NA
c(10.1942068, 56.1162606),NA
c(10.1942818, 56.1162498),NA
c(10.1943954, 56.1162335),NA
c(10.1947291, 56.1161809),8165
c(10.1934221, 56.1170515),8167
c(10.1929563, 56.1183434),NA
c(10.1930642, 56.118643),NA
c(10.1945516, 56.11956),8169
c(10.1937285, 56.1198239),8170
c(10.195202, 56.1206712),NA
c(10.1940477, 56.1203405),NA
c(10.1938578, 56.12009),NA
c(10.193829, 56.1200307),NA
c(10.193776, 56.1199216),NA
c(10.1936383, 56.1196383),NA
c(10.193521, 56.1193969),NA
c(10.1933106, 56.1189639),8172
c(10.1963529, 56.119969),NA
c(10.1963475, 56.1199562),NA
c(10.1963214, 56.1198942),NA
c(10.1962404, 56.1197021),NA
c(10.1961408, 56.1194654),NA
c(10.196057, 56.1192664),NA
c(10.1959609, 56.1190382),NA
c(10.1959347, 56.1189761),NA
c(10.1957999, 56.118656),NA
c(10.1956564, 56.1183152),NA
c(10.1955163, 56.1179826),NA
c(10.1954423, 56.1178065),NA
c(10.1950741, 56.1169507),NA
c(10.1949945, 56.1167732),NA
c(10.194935, 56.1166404),NA
c(10.1946447, 56.1159925),NA
c(10.1943627, 56.1156399),NA
c(10.1943129, 56.1155954),8174
c(10.1843363, 56.1262912),8175
c(10.1844989, 56.1261602),8176
c(10.1904297, 56.1330349),8177
c(10.1905741, 56.1330439),NA
c(10.191541, 56.1331186),NA
c(10.1922037, 56.1331477),8178
c(10.1937684, 56.1173584),8179
c(10.1935954, 56.1174495),8181
c(10.1931505, 56.1174016),NA
c(10.2003828, 56.1166017),8183
c(10.2005268, 56.1170878),8184
c(10.190305, 56.1330261),8185
c(10.1900542, 56.1331126),8186
c(10.1902066, 56.1330306),NA
c(10.1902865, 56.120533),8187
c(10.1922353, 56.1195198),8188
c(10.1932703, 56.1189841),8191
c(10.1929, 56.1326876),NA
c(10.1924124, 56.133046),NA
c(10.1814191, 56.1195582),8195
c(10.2114503, 56.1484671),8196
c(10.2115925, 56.1487369),8197
c(10.2274713, 56.1153771),NA
c(10.2273347, 56.1151519),NA
c(10.2067648, 56.173441),8199
c(10.206788, 56.1734722),8200
c(10.2046083, 56.1736185),8201
c(10.2067382, 56.1733735),8202
c(10.2075186, 56.1725552),NA
c(10.2075896, 56.1726663),8204
c(10.2137327, 56.1098482),8205
c(10.2162241, 56.1117197),NA
c(10.2159192, 56.1119602),NA
c(10.2138701, 56.1135401),NA
c(10.2136008, 56.1137165),NA
c(10.2128033, 56.1142391),NA
c(10.2124977, 56.1144393),NA
c(10.2118563, 56.1148595),8206
c(10.2112349, 56.1115216),8207
c(10.2095077, 56.1112091),NA
c(10.2094739, 56.1104418),NA
c(10.2096293, 56.1104184),NA
c(10.2103937, 56.1103032),NA
c(10.2105697, 56.1102767),NA
c(10.2112515, 56.110174),NA
c(10.2115302, 56.1106761),NA
c(10.2115203, 56.1108723),NA
c(10.2118239, 56.111006),8208
c(10.2099625, 56.1123351),8209
c(10.2093033, 56.1132521),NA
c(10.2089399, 56.1134657),8210
c(10.2098645, 56.1135706),NA
c(10.2116532, 56.1147266),NA
c(10.2122824, 56.1151538),NA
c(10.2150709, 56.1094538),8213
c(10.215745, 56.1094956),NA
c(10.2161615, 56.1094781),NA
c(10.2174479, 56.109545),NA
c(10.217539, 56.1095531),NA
c(10.2183841, 56.1096377),NA
c(10.2185765, 56.109657),NA
c(10.2214525, 56.1101499),NA
c(10.2226692, 56.1104979),NA
c(10.2147686, 56.1095051),8214
c(10.2142797, 56.1096969),NA
c(10.2142215, 56.1097116),NA
c(10.2140092, 56.1097682),NA
c(10.2127584, 56.1102848),NA
c(10.2125334, 56.1104333),NA
c(10.2120953, 56.1107685),NA
c(10.212008, 56.1108449),NA
c(10.2108529, 56.111856),NA
c(10.2128547, 56.1298198),8215
c(10.212893, 56.1298579),NA
c(10.1960991, 56.1438035),8216
c(10.1960022, 56.1441819),NA
c(10.1959419, 56.1444173),NA
c(10.1959294, 56.144466),8217
c(10.1965325, 56.1457464),8218
c(10.1964263, 56.1455428),NA
c(10.1962773, 56.1452616),NA
c(10.1963021, 56.1448376),NA
c(10.2172312, 56.137745),NA
c(10.2181157, 56.138164),NA
c(10.1837985, 56.1395435),8220
c(10.2046282, 56.1403643),8222
c(10.2049606, 56.1404827),8223
c(10.2039527, 56.140973),8224
c(10.2052263, 56.1398513),NA
c(10.2056033, 56.1395278),NA
c(10.2056605, 56.1394787),NA
c(10.2057682, 56.1393948),NA
c(10.2058421, 56.1393374),8225
c(10.1997276, 56.1408801),8226
c(10.1996548, 56.1411321),8227
c(10.2028661, 56.1419754),8228
c(10.2027801, 56.1419182),NA
c(10.2027309, 56.1418999),NA
c(10.197912, 56.1409292),NA
c(10.1966315, 56.1408033),NA
c(10.1965597, 56.1408044),8229
c(10.1942178, 56.1404114),8230
c(10.1940937, 56.1409258),8231
c(10.1926797, 56.1398697),8232
c(10.1920096, 56.1367294),8233
c(10.1522459, 56.1308921),NA
c(10.1527347, 56.1311816),NA
c(10.1527811, 56.131209),NA
c(10.1530756, 56.1313833),NA
c(10.1531933, 56.131453),NA
c(10.1534343, 56.1315957),NA
c(10.153683, 56.1317429),NA
c(10.1540447, 56.1319741),NA
c(10.1534189, 56.1304003),NA
c(10.153645, 56.1303049),NA
c(10.154221, 56.130062),NA
c(10.1542364, 56.1300555),8237
c(10.1566192, 56.1301865),8238
c(10.1570672, 56.1298194),NA
c(10.1576511, 56.1293938),NA
c(10.1583053, 56.1289168),NA
c(10.1584311, 56.1288251),NA
c(10.1588903, 56.1284838),NA
c(10.1596784, 56.1275959),NA
c(10.1582021, 56.1287235),8239
c(10.2133463, 56.1262709),NA
c(10.2113497, 56.1282268),8241
c(10.2114642, 56.1281941),NA
c(10.2117318, 56.1278983),NA
c(10.2118694, 56.1270372),NA
c(10.2119664, 56.1265257),NA
c(10.2090255, 56.1326931),8242
c(10.2076371, 56.1325541),8243
c(10.2077156, 56.1339743),8244
c(10.2093625, 56.1323774),NA
c(10.2098468, 56.1319342),NA
c(10.210204, 56.1316072),NA
c(10.2104386, 56.1313404),NA
c(10.2104695, 56.1312197),8245
c(10.2087894, 56.1313152),8246
c(10.2044318, 56.1735226),8248
c(10.2044496, 56.173569),NA
c(10.2045508, 56.173612),NA
c(10.2052744, 56.1735432),NA
c(10.2059739, 56.1734628),NA
c(10.2068107, 56.1733495),NA
c(10.1983918715151, 56.1907543024249),8249
c(10.207519, 56.1726624),8251
c(10.2052575, 56.1721937),NA
c(10.2049693, 56.1719475),8253
c(10.1982299, 56.1367122),8254
c(10.19816, 56.1367773),NA
c(10.1980371, 56.1368916),8255
c(10.1990551, 56.1373571),8256
c(10.1990348, 56.1373574),NA
c(10.1985648, 56.1372697),8257
c(10.1985535, 56.1372003),NA
c(10.1985254, 56.1370283),NA
c(10.1985028, 56.1368895),NA
c(10.1980368, 56.136349),8258
c(10.1975983, 56.1359388),8259
c(10.1987487, 56.1361779),8260
c(10.1985434, 56.1362502),NA
c(10.1982086, 56.1363681),8261
c(10.1974988, 56.13585),8262
c(10.1973644, 56.1357279),NA
c(10.1973303, 56.1356988),8263
c(10.1982915, 56.1367153),8264
c(10.1983104, 56.1367438),NA
c(10.1987802, 56.1369675),NA
c(10.1990369, 56.1371053),NA
c(10.1992942, 56.1372766),NA
c(10.1993643, 56.1373222),NA
c(10.1997878, 56.1377257),NA
c(10.19987, 56.1377972),8265
c(10.19692, 56.1367491),8266
c(10.1967817, 56.1365225),NA
c(10.1967983, 56.1363623),NA
c(10.1968125, 56.1363529),NA
c(10.1969722, 56.1363034),NA
c(10.1971175, 56.1363045),NA
c(10.1974767, 56.1363566),NA
c(10.1976017, 56.1365155),NA
c(10.1970115, 56.1367458),NA
c(10.1963854, 56.1360524),NA
c(10.1966054, 56.136067),NA
c(10.1955887, 56.1374658),8270
c(10.1992611, 56.1370643),8271
c(10.1992971, 56.1370562),NA
c(10.199491, 56.137047),NA
c(10.1999974, 56.1366585),NA
c(10.199523, 56.1364287),NA
c(10.1992865, 56.1362764),NA
c(10.1988268, 56.136179),NA
c(10.1982948, 56.1360481),NA
c(10.1980275, 56.1359782),NA
c(10.197974, 56.1359642),NA
c(10.1976333, 56.1358752),8272
c(10.1981817, 56.1364614),8273
c(10.1982915, 56.1366466),8274
c(10.1555589, 56.1368278),8276
c(10.1558659, 56.1358948),8277
c(10.1777442, 56.1376026),8278
c(10.1468585, 56.1511597),8279
c(10.1472465, 56.1509261),NA
c(10.1495081, 56.1496667),NA
c(10.1533534, 56.1475443),NA
c(10.1539025, 56.1433903),8280
c(10.1547689, 56.1410357),8281
c(10.1559007, 56.1458271),8282
c(10.1488428, 56.1493557),8285
c(10.1523648, 56.1510262),NA
c(10.1465338, 56.151045),8287
c(10.1678182, 56.1569275),NA
c(10.1840587, 56.1684583),8289
c(10.1842952, 56.1684362),NA
c(10.1850433, 56.1685043),NA
c(10.1860102, 56.1681492),NA
c(10.187832, 56.167128),8290
c(10.1884474, 56.1675145),8291
c(10.185792, 56.1690098),NA
c(10.1852421, 56.1694182),NA
c(10.1847983, 56.1693529),NA
c(10.184306, 56.1693284),8292
c(10.1463848, 56.1519615),8293
c(10.1456076, 56.1525946),8294
c(10.1449338, 56.152345),8295
c(10.1453891, 56.1525136),NA
c(10.1530739, 56.1470535),8298
c(10.1657268, 56.1566641),NA
c(10.1872836, 56.1667054),8301
c(10.1839396, 56.1680654),8302
c(10.1685961, 56.1576413),8303
c(10.1695211, 56.1554732),NA
c(10.1695355, 56.1554174),8304
c(10.1708016, 56.1555827),NA
c(10.1708251, 56.1555232),8305
c(10.1658592, 56.1562796),8307
c(10.1536496, 56.1464812),8308
c(10.1535435, 56.1463822),NA
c(10.1534013, 56.1462503),NA
c(10.1533308, 56.1461849),8309
c(10.1528907, 56.1462772),NA
c(10.1532917, 56.1460105),NA
c(10.155962, 56.145813),8310
c(10.1557749, 56.1454682),8311
c(10.1603564, 56.1443773),8312
c(10.1603661, 56.1448676),8313
c(10.1608829, 56.1442542),8314
c(10.1609054, 56.1445783),8315
c(10.1618773, 56.1440105),8316
c(10.1619046, 56.1445522),NA
c(10.1617112, 56.1445618),NA
c(10.1614091, 56.144568),NA
c(10.1594039, 56.144888),NA
c(10.1587836, 56.144888),8317
c(10.1575402, 56.1451606),8318
c(10.2055485, 56.1665091),8320
c(10.2053014, 56.1662695),NA
c(10.2054613, 56.1659247),NA
c(10.2019199, 56.1651703),NA
c(10.2024584, 56.1659875),NA
c(10.2026316, 56.1662825),NA
c(10.2025146, 56.1665562),NA
c(10.2087108, 56.1731919),NA
c(10.2089187, 56.1734357),NA
c(10.2089011, 56.1736599),NA
c(10.2021387, 56.1643718),NA
c(10.2030361, 56.1647309),NA
c(10.2031026, 56.1647756),8324
c(10.2149892, 56.1730364),NA
c(10.2152334, 56.1730068),NA
c(10.2162583, 56.1728825),NA
c(10.2162894, 56.1728787),NA
c(10.217366, 56.1727497),NA
c(10.2176862, 56.1727116),NA
c(10.2181915, 56.1726515),NA
c(10.2186777, 56.1725936),NA
c(10.2188215, 56.1725765),NA
c(10.2197003, 56.1724705),NA
c(10.2204192, 56.1723848),8325
c(10.216176, 56.1737917),NA
c(10.216639, 56.1737304),NA
c(10.2177897, 56.1735782),NA
c(10.2191803, 56.1733942),NA
c(10.2150627, 56.173608),NA
c(10.2144014, 56.1736899),NA
c(10.2141203, 56.1737247),8328
c(10.2025793, 56.1669993),NA
c(10.1612779, 56.1479427),8329
c(10.1536756, 56.1543283),8330
c(10.1539345, 56.1540623),NA
c(10.154058, 56.1539572),NA
c(10.1553628, 56.1528469),NA
c(10.1560601, 56.1522568),NA
c(10.1564129, 56.1519583),NA
c(10.158406, 56.1502563),8331
c(10.1614326, 56.1468322),8332
c(10.1610549, 56.148936),8333
c(10.1596887, 56.1506455),NA
c(10.1585452, 56.1520837),NA
c(10.1574209, 56.1534999),NA
c(10.1567715, 56.1543184),NA
c(10.1566312, 56.1545368),8334
c(10.1480745, 56.1555725),NA
c(10.1465109, 56.1567203),NA
c(10.1452044, 56.1576733),NA
c(10.1444583, 56.1582343),NA
c(10.1490155, 56.158276),NA
c(10.1534629, 56.1545126),NA
c(10.1559411, 56.1530577),8336
c(10.1558692, 56.1530349),NA
c(10.1624639, 56.1458909),8338
c(10.1618898, 56.1464116),NA
c(10.161247, 56.1470029),NA
c(10.1610278, 56.1472045),NA
c(10.16216, 56.149337),8339
c(10.160882, 56.1509696),NA
c(10.1601797, 56.1517984),NA
c(10.1598708, 56.1521627),NA
c(10.1595789, 56.1525061),NA
c(10.1594349, 56.1526756),NA
c(10.1592846, 56.1528524),NA
c(10.1598158, 56.1457533),8340
c(10.1602338, 56.1453078),NA
c(10.1613302, 56.1449555),NA
c(10.1615909, 56.1449165),NA
c(10.1630795, 56.1450502),NA
c(10.1630212, 56.1452841),NA
c(10.1629843, 56.1454319),NA
c(10.162907, 56.1455711),NA
c(10.1628264, 56.1457161),NA
c(10.1627421, 56.1458056),NA
c(10.1625779, 56.145936),8341
c(10.1640204, 56.1476205),8342
c(10.1627395, 56.1486564),NA
c(10.162388, 56.1490797),8343
c(10.1638714, 56.1550475),NA
c(10.163364, 56.1550117),NA
c(10.1633055, 56.1550075),8344
c(10.152925, 56.1467975),8345
c(10.1628437, 56.1471861),8346
c(10.1618789, 56.1487847),8347
c(10.1622473, 56.1491963),8348
c(10.1622038, 56.1512531),8350
c(10.1616124, 56.1521549),NA
c(10.1611606, 56.1528511),NA
c(10.1610704, 56.1529994),NA
c(10.1607324, 56.1535141),NA
c(10.160608, 56.1537068),NA
c(10.1605998, 56.1537195),NA
c(10.1603305, 56.1541366),NA
c(10.1602698, 56.1542306),NA
c(10.1601311, 56.1544453),NA
c(10.1599269, 56.1547692),8351
c(10.1618774, 56.1457269),8352
c(10.1618892, 56.1456067),NA
c(10.1618072, 56.1452463),NA
c(10.1617758, 56.1451833),NA
c(10.1613885, 56.1441257),8354
c(10.1584539, 56.1578112),8356
c(10.1585196, 56.1576857),NA
c(10.1592671, 56.1560877),NA
c(10.1596015, 56.1553801),NA
c(10.1604393, 56.1663825),NA
c(10.1610089, 56.1564043),NA
c(10.1624223, 56.1567022),NA
c(10.1622349, 56.154932),8359
c(10.1938714, 56.1462397),8360
c(10.1951637, 56.1458353),8361
c(10.1929622, 56.1457719),8362
c(10.1917968, 56.1452006),8363
c(10.1962024, 56.1484012),8364
c(10.1965906, 56.148175),8365
c(10.1934029, 56.1459962),8366
c(10.1949655, 56.1469421),NA
c(10.1949945, 56.1469628),NA
c(10.1951998, 56.1471095),NA
c(10.1952746, 56.1471636),NA
c(10.1953283, 56.1472023),NA
c(10.1957195, 56.1475295),8367
c(10.1964705, 56.1480945),8368
c(10.1960763, 56.1478391),NA
c(10.1951822, 56.1472018),NA
c(10.1949058, 56.1470042),NA
c(10.1948741, 56.1469815),NA
c(10.1948486, 56.1469633),NA
c(10.1941881, 56.1464975),8369
c(10.1970027, 56.1484759),8370
c(10.1921825, 56.146261),8371
c(10.1923407, 56.1461333),8372
c(10.1933301, 56.145574),8373
c(10.1939856, 56.1452618),NA
c(10.1945838, 56.1450006),NA
c(10.1949108, 56.1449206),NA
c(10.1952484, 56.1467945),8374
c(10.1952473, 56.1467815),NA
c(10.1933897, 56.144846),8376
c(10.1933979, 56.1448144),NA
c(10.1934254, 56.144721),NA
c(10.1934591, 56.1445788),8377
c(10.1929926, 56.1448077),8378
c(10.192054, 56.1453297),8380
c(10.1950833, 56.1469213),NA
c(10.1955944, 56.147106),8383
c(10.1694322, 56.1544287),8384
c(10.174618, 56.1558035),8385
c(10.1746358, 56.1557529),NA
c(10.1754436, 56.1551897),8386
c(10.1701061, 56.1527782),8387
c(10.1770261, 56.1550088),8388
c(10.1760069, 56.1558581),NA
c(10.1759924, 56.1559083),8389
c(10.1760131, 56.1518833),8390
c(10.1753439, 56.1522467),NA
c(10.1748679, 56.152479),NA
c(10.1746206, 56.1526723),NA
c(10.1745376, 56.1528265),NA
c(10.1740971, 56.153645),NA
c(10.173869, 56.1540687),8391
c(10.1787826, 56.155555),NA
c(10.1789699, 56.1549351),8393
c(10.1779251, 56.1544243),NA
c(10.1775964, 56.1542604),NA
c(10.1772273, 56.1540764),8394
c(10.1684862, 56.1524338),8395
c(10.1734457, 56.1549996),8396
c(10.1809023, 56.153495),8397
c(10.1808248, 56.1536642),NA
c(10.1806776, 56.153771),NA
c(10.180423, 56.1539446),NA
c(10.1801974, 56.1540984),NA
c(10.1794802, 56.1545872),NA
c(10.1729142, 56.1537869),8398
c(10.1723673, 56.1548808),NA
c(10.1792177, 56.1550526),8399
c(10.1790647, 56.1551571),8400
c(10.1737607, 56.1541314),8401
c(10.1808282, 56.1543542),8403
c(10.1795667, 56.155794),8404
c(10.1796761, 56.1550961),8406
c(10.1755068, 56.1564729),8409
c(10.1760161, 56.1565053),8410
c(10.1740634, 56.1570712),8411
c(10.1770758, 56.156025),8412
c(10.1864535, 56.1563479),8413
c(10.186449, 56.1564291),NA
c(10.1864344, 56.1564747),NA
c(10.1844276, 56.157087),8414
c(10.1829087, 56.1570824),8415
c(10.194713, 56.157586),8416
c(10.1942029, 56.1575589),8417
c(10.1844624, 56.1588697),NA
c(10.1846628, 56.1604173),8418
c(10.1799022, 56.1562121),8419
c(10.1801183, 56.1562229),8420
c(10.1790967, 56.1561702),8422
c(10.1877241, 56.1565055),8424
c(10.187763, 56.1564185),8425
c(10.191706, 56.1480934),NA
c(10.1913403, 56.1480616),NA
c(10.1910268, 56.1480285),NA
c(10.1899719, 56.147917),NA
c(10.1896303, 56.1478809),NA
c(10.1893438, 56.1478506),NA
c(10.1886918, 56.1477817),NA
c(10.1878295, 56.1476906),8427
c(10.1868401, 56.1454647),8430
c(10.1869951, 56.1454525),8431
c(10.1956108, 56.1471057),NA
c(10.1959899, 56.147099),NA
c(10.188125, 56.1479924),8432
c(10.2022923, 56.1490784),8433
c(10.1815029, 56.1440575),NA
c(10.1813539, 56.1440523),NA
c(10.1807522, 56.1440604),NA
c(10.18045, 56.1440645),8435
c(10.1792006, 56.1432286),8437
c(10.1871366, 56.1457273),8438
c(10.1867145, 56.1454735),8440
c(10.1869062, 56.1455887),8441
c(10.1866461, 56.1454385),NA
c(10.1865608, 56.1453948),8442
c(10.1866267, 56.1453567),8443
c(10.1804142, 56.1435711),8445
c(10.1925284, 56.1487395),8446
c(10.1933195, 56.1487525),NA
c(10.1933698, 56.1487375),NA
c(10.1855528, 56.1601876),NA
c(10.1855141, 56.1601446),8447
c(10.1916348, 56.1581887),8448
c(10.1906335, 56.1585235),NA
c(10.1904149, 56.1585937),NA
c(10.1902127, 56.1586586),NA
c(10.1951449, 56.1576344),8450
c(10.1972893, 56.127265),NA
c(10.1981558, 56.127748),NA
c(10.199569, 56.1286899),NA
c(10.201071, 56.1298118),NA
c(10.1953365, 56.1274626),NA
c(10.1950102, 56.1270295),NA
c(10.1945113, 56.1266105),NA
c(10.1944109, 56.1265912),NA
c(10.1938349, 56.1264829),NA
c(10.1936199, 56.126452),NA
c(10.1931837, 56.1269627),8460
c(10.1928206, 56.1306466),8461
c(10.1957603, 56.1289679),8463
c(10.1964121, 56.1289216),NA
c(10.1963702, 56.1288124),NA
c(10.1963176, 56.1286747),NA
c(10.1962696, 56.1285494),NA
c(10.1960335, 56.1278974),NA
c(10.1933758, 56.1277613),8464
c(10.1933391, 56.1278851),NA
c(10.1930888, 56.1280968),NA
c(10.1935314, 56.1298574),8466
c(10.1969351, 56.1288902),8467
c(10.1915957, 56.1300374),NA
c(10.1916464, 56.1299284),NA
c(10.1918308, 56.1296365),NA
c(10.1949114, 56.1286339),NA
c(10.1957254, 56.1288618),8471
c(10.1967769, 56.1287826),8472
c(10.1957496, 56.1287273),8473
c(10.1965113, 56.128657),8474
c(10.1958247, 56.1285987),8475
c(10.1954358, 56.1291428),8477
c(10.1952895, 56.1288945),NA
c(10.1952889, 56.125656),NA
c(10.1906057, 56.1307514),8482
c(10.1909397, 56.1301777),NA
c(10.1908459, 56.1303314),NA
c(10.1907301, 56.1305105),NA
c(10.1942784, 56.127757),8489
c(10.1945158, 56.1315958),NA
c(10.1950589, 56.1277971),NA
c(10.194597, 56.1277058),8497
c(10.1926491, 56.1312083),8498
c(10.1956678, 56.1288327),8500
c(10.1983138, 56.1324206),8505
c(10.1947761, 56.1315073),NA
c(10.1987846, 56.1216353),8510
c(10.1990183, 56.1233771),NA
c(10.2028309, 56.1210237),8514
c(10.2030452, 56.120823),8515
c(10.2023988, 56.1206152),8519
c(10.1985927, 56.1215123),NA
c(10.2042507, 56.1208798),NA
c(10.2034223, 56.120751),NA
c(10.2025826, 56.120739),8524
c(10.2036205, 56.1296019),8533
c(10.2038777, 56.1296149),NA
c(10.2039301, 56.1293323),NA
c(10.2033415, 56.1295744),8536
c(10.2081469, 56.1264363),NA
c(10.2098807, 56.1277875),8540
c(10.2088374, 56.1272697),NA
c(10.20926, 56.1272012),NA
c(10.2028635, 56.1201484),8544
c(10.2016297, 56.119948),8545
c(10.1986889, 56.163976),8550
c(10.1993033, 56.1639223),8551
c(10.1984502, 56.1640811),8552
c(10.2265634, 56.166082),8554
c(10.2263223, 56.1662745),NA
c(10.2262297, 56.1663487),NA
c(10.225813, 56.1666737),8555
c(10.1761289, 56.154742),8556
c(10.1977386, 56.1504434),NA
c(10.1983461, 56.1502261),NA
c(10.2041515, 56.1505712),8558
c(10.2043117, 56.1505954),8559
c(10.2036074, 56.14759),NA
c(10.2034683, 56.1482564),NA
c(10.2034462, 56.148359),8560
c(10.2067278, 56.150056),8561
c(10.2077339, 56.1503013),8562
c(10.2064153, 56.1499743),8563
c(10.2067422, 56.1497153),8564
c(10.2067551, 56.1496441),NA
c(10.2067535, 56.1496203),8565
c(10.2058804, 56.1492858),8566
c(10.206133, 56.1492797),8567
c(10.2053661, 56.1487213),8569
c(10.2057834, 56.148813),8570
c(10.2066498, 56.1493078),8571
c(10.2066674, 56.1493554),NA
c(10.2063374, 56.1492893),8572
c(10.2078327, 56.1485453),8573
c(10.207784, 56.1484078),8574
c(10.2066007, 56.1486655),8575
c(10.2065138, 56.1484561),8576
c(10.2080433, 56.1491143),8577
c(10.2068171, 56.1492458),NA
c(10.208468, 56.1499577),8578
c(10.2083064, 56.1495178),NA
c(10.2081835, 56.149189),NA
c(10.2081686, 56.1491487),NA
c(10.2078654, 56.1486337),NA
c(10.1880161, 56.1808566),NA
c(10.1830169, 56.1810668),NA
c(10.1827085, 56.1809696),NA
c(10.1824526, 56.1808882),NA
c(10.1821468, 56.1807919),NA
c(10.1789373, 56.1797853),NA
c(10.1783883, 56.1796135),NA
c(10.1781205, 56.1795297),NA
c(10.1998761, 56.1723167),8580
c(10.1997727, 56.1723657),NA
c(10.1995459, 56.1725815),8581
c(10.2089043, 56.1713868),8582
c(10.2036459, 56.1303751),8584
c(10.2037084, 56.1303692),8585
c(10.2076969, 56.1306649),8586
c(10.2075095, 56.1308592),NA
c(10.2034223, 56.130397),8588
c(10.2034929, 56.1303878),8589
c(10.2038464, 56.1301074),8590
c(10.2076758, 56.1305291),8591
c(10.2171559, 56.1102453),8593
c(10.2166019, 56.1118512),NA
c(10.2170357, 56.1115665),8595
c(10.2171912, 56.1112938),NA
c(10.1784896, 56.161831),NA
c(10.186809, 56.1642135),8597
c(10.1866057, 56.1642748),8598
c(10.144738, 56.1425782),NA
c(10.1447711, 56.1421592),NA
c(10.1448255, 56.1420462),NA
c(10.1450996, 56.1419759),NA
c(10.1459198, 56.1419931),NA
c(10.1465273, 56.1420058),8600
c(10.1443507, 56.142196),NA
c(10.1440291, 56.1422442),8603
c(10.1446588, 56.1418661),NA
c(10.1446123, 56.1416891),NA
c(10.144577, 56.1416015),NA
c(10.1445412, 56.1413081),NA
c(10.1445148, 56.1425784),NA
c(10.1440291, 56.1424278),8609
c(10.1500922, 56.1406418),NA
c(10.2179131, 56.1122136),8614
c(10.2182944, 56.1122583),NA
